Query,Label
I,Spelling in the captions / Adding text / Changing text
I,Spelling in the captions / Adding text / Changing text
 off of ,Spelling in the captions / Adding text / Changing text
whenever I got arrested.,Spelling in the captions / Adding text / Changing text
"Not because, I'm an alcoholic (",Spelling in the captions / Adding text / Changing text
a fact ,Spelling in the captions / Adding text / Changing text
of y'all ,Spelling in the captions / Adding text / Changing text
Bitch mute,Spelling in the captions / Adding text / Changing text
motherfucking mute,Spelling in the captions / Adding text / Changing text
Add some lo-fi music behind,Sound effects or music louder than the speaker’s voice
Add pills emoji and a ding sound ,Sound effects or music louder than the speaker’s voice
You can cut this - since the beginning of November and the line before this ,Spelling in the captions / Adding text / Changing text
bleep fucking (,Spelling in the captions / Adding text / Changing text
I,Spelling in the captions / Adding text / Changing text
y'all,Spelling in the captions / Adding text / Changing text
I (,Spelling in the captions / Adding text / Changing text
*Kittl ,Spelling in the captions / Adding text / Changing text
you wanna click this when it is that...,Spelling in the captions / Adding text / Changing text
you wanna click this when it is that...,Spelling in the captions / Adding text / Changing text
"is to get your shape here, ",Spelling in the captions / Adding text / Changing text
*picture ,Spelling in the captions / Adding text / Changing text
remove L,Spelling in the captions / Adding text / Changing text
"Change the banner to- ""How to Make Cool Fall Vibes Design on Canva""",Spelling in the captions / Adding text / Changing text
*fonts before ,Spelling in the captions / Adding text / Changing text
now I try to do stuff ,Spelling in the captions / Adding text / Changing text
so i went in and typed in 'fall,Spelling in the captions / Adding text / Changing text
"Change the banner to- ""How to Make Cool Fall Vibes Design on Canva""",Spelling in the captions / Adding text / Changing text
nurse life,Spelling in the captions / Adding text / Changing text
"Change the banner to- ""How to Make Cool Fall Vibes Design on Canva
*Make your Design Stand Out""",Spelling in the captions / Adding text / Changing text
the spray border,Spelling in the captions / Adding text / Changing text
"Change the banner to- ""How to Make Cool Fall Vibes Design on Canva
Make your Design Stand Out"" ",Spelling in the captions / Adding text / Changing text
you can take this leaf,Spelling in the captions / Adding text / Changing text
on canva,Spelling in the captions / Adding text / Changing text
"correct caption- ""is to"" ",Spelling in the captions / Adding text / Changing text
ut space between it's and pretty ,Spelling in the captions / Adding text / Changing text
remove caption here and bring the banner down in that place ,Spelling in the captions / Adding text / Changing text
it should be in this frame,Reframing
remove caption here and bring the banner down in that place (,Spelling in the captions / Adding text / Changing text
remove caption here and bring the banner down in that place,Spelling in the captions / Adding text / Changing text
remove part 03 ,Spelling in the captions / Adding text / Changing text
correct caption- and they're gonna sell more,Spelling in the captions / Adding text / Changing text
sub niche ,Spelling in the captions / Adding text / Changing text
banner should be within this frame,Reframing
football *sub niche,Spelling in the captions / Adding text / Changing text
"good design and good idea
(complete the caption)",Reframing
banner should be within this border,Reframing
bangles,Reframing
banner should be within this frame ,Reframing
banner should be within this frame,Reframing
banner should be within this frame,Reframing
Use a better picture of the O-line pls this quality is bad ,Reframing
Please reduce to 59 seconds ,Spelling in the captions / Adding text / Changing text
"Pls change text to ""what is that about",Spelling in the captions / Adding text / Changing text
"Sack not ""side""",Spelling in the captions / Adding text / Changing text
Captions need to be bigger! ,Spelling in the captions / Adding text / Changing text
Look at the reference video again pls this is a re-edit ,Reframing
" commented on tyl1.mp4
00:00:01:01 Wrong title on top",Spelling in the captions / Adding text / Changing text
" commented on tyl2.mp4
00:00:00:12 Banner in the start missing (",Spelling in the captions / Adding text / Changing text
Too short! Make it longer. ,Spelling in the captions / Adding text / Changing text
What are the biggest issues in life?,Spelling in the captions / Adding text / Changing text
banner should be within this frame ,Reframing
remove in 2022 from banner ,Spelling in the captions / Adding text / Changing text
"Pls change text to  - ""here it goes"" ",Spelling in the captions / Adding text / Changing text
"please change text to - door open, right! ",Spelling in the captions / Adding text / Changing text
Add a duck emoji here (,Spelling in the captions / Adding text / Changing text
So ,Spelling in the captions / Adding text / Changing text
"off. You know,",Spelling in the captions / Adding text / Changing text
"attractive!
With emoji :star-struck:",Spelling in the captions / Adding text / Changing text
"guys. So, I ",Spelling in the captions / Adding text / Changing text
time. DOO DOO ,Spelling in the captions / Adding text / Changing text
Put some heart emojis ,Spelling in the captions / Adding text / Changing text
"No doo, no doo doo, you're too late!",Spelling in the captions / Adding text / Changing text
"Add some music behind, maybe like a Beyonce song. Just the tune and not the lyrics",Sound effects or music louder than the speaker’s voice
"Add some music - should be emotional - like on a journey or overcame a journey, put in the other reel as well ",Sound effects or music louder than the speaker’s voice
"My friend ""doo-doo's"" story!",Spelling in the captions / Adding text / Changing text
"me,",Spelling in the captions / Adding text / Changing text
me. I,Spelling in the captions / Adding text / Changing text
Put a radar emoji here ,Spelling in the captions / Adding text / Changing text
but I'm like ,Spelling in the captions / Adding text / Changing text
refilled. Maybe I ,Spelling in the captions / Adding text / Changing text
"remove mine the
Mine were off ",Spelling in the captions / Adding text / Changing text
"doo,",Spelling in the captions / Adding text / Changing text
Put laugh emojis and laugh sound effects,Sound effects or music louder than the speaker’s voice
Remove - so you know ,Spelling in the captions / Adding text / Changing text
Banner in start - What I said to Doo Doo!,Spelling in the captions / Adding text / Changing text
Pop multiple eggplants on screen,Spelling in the captions / Adding text / Changing text
Doo,Spelling in the captions / Adding text / Changing text
"time, I'm ",Spelling in the captions / Adding text / Changing text
Put some booze emoji,Spelling in the captions / Adding text / Changing text
I'm (,Spelling in the captions / Adding text / Changing text
"experienced, Let's hit this",Spelling in the captions / Adding text / Changing text
that! With a peach emoji,Spelling in the captions / Adding text / Changing text
"Me and Doo Doo did it! :eyes:
Banner to be put",Spelling in the captions / Adding text / Changing text
"I'm like okay, yeah, I forgot, I forgot, I ",Spelling in the captions / Adding text / Changing text
"You know, as I'm ",Spelling in the captions / Adding text / Changing text
"smell, it (",Spelling in the captions / Adding text / Changing text
AC ,Spelling in the captions / Adding text / Changing text
"Remove this caption here, doesn't make sense ",Spelling in the captions / Adding text / Changing text
Put some puke emojis ,Spelling in the captions / Adding text / Changing text
or a long range model Y,Spelling in the captions / Adding text / Changing text
"about, it ",Spelling in the captions / Adding text / Changing text
Cut to zoom his face - 2 times - on the words - right and there (,Spelling in the captions / Adding text / Changing text
Flash fram ehere ,Spelling in the captions / Adding text / Changing text
"I think he was going to say something more here, can we put that in?",Spelling in the captions / Adding text / Changing text
"Again, the banner has to be changed, it is wrong here. ",Spelling in the captions / Adding text / Changing text
Need to put music in ,Sound effects or music louder than the speaker’s voice
to... ,Spelling in the captions / Adding text / Changing text
"Yeah, you know, (",Spelling in the captions / Adding text / Changing text
man.,Spelling in the captions / Adding text / Changing text
"car is not visible, add few clips of car too in zoomed out frame ",Reframing
Zoom in to his face fast zoom,Reframing
Grindr,Spelling in the captions / Adding text / Changing text
whatever. There's (,Spelling in the captions / Adding text / Changing text
banner/text should be within this ,Spelling in the captions / Adding text / Changing text
"like, Oh yeah, I do",Spelling in the captions / Adding text / Changing text
I was,Spelling in the captions / Adding text / Changing text
Put two arrows :arrow_right::arrow_left: ,Spelling in the captions / Adding text / Changing text
I'm ,Spelling in the captions / Adding text / Changing text
"way, you will ",Spelling in the captions / Adding text / Changing text
"him, I promise ",Spelling in the captions / Adding text / Changing text
"you, you won't. So we're",Spelling in the captions / Adding text / Changing text
"white boy, I would ",Spelling in the captions / Adding text / Changing text
with,Spelling in the captions / Adding text / Changing text
Please take care of these basics - i -> I everywhere (,Spelling in the captions / Adding text / Changing text
I'm like (,Spelling in the captions / Adding text / Changing text
"it, I'm",Spelling in the captions / Adding text / Changing text
"good... you know,",Spelling in the captions / Adding text / Changing text
Make everywhere i to I,Spelling in the captions / Adding text / Changing text
zoom out the frame add black borders and show what he is pointing at,Spelling in the captions / Adding text / Changing text
banner should be within this frame (,Reframing
zoom out the video (with black borders)a little to show the back of the car clearly ,Reframing
"its not visible where he is clicking the button, zoom out the video",Reframing
The Biggest Mistake we Make ,Reframing
Playin in the slot position,Reframing
Daron Bland! Edit his name everywhere pls,Spelling in the captions / Adding text / Changing text
"Start the video from here
Put a banner - NEW MAN STORYTIME! :O ",Reframing
He's like do,Spelling in the captions / Adding text / Changing text
"I'm like, oh... I ",Spelling in the captions / Adding text / Changing text
"Hotel Thailand,",Spelling in the captions / Adding text / Changing text
"if I host, I think ",Spelling in the captions / Adding text / Changing text
Make all i -> I,Spelling in the captions / Adding text / Changing text
Put a leaf and beer emoji,Spelling in the captions / Adding text / Changing text
"Sir, I.. I don't (",Spelling in the captions / Adding text / Changing text
"you, you bet",Spelling in the captions / Adding text / Changing text
"me casa, like ",Spelling in the captions / Adding text / Changing text
no proper ending here,Spelling in the captions / Adding text / Changing text
Not able to understand what is he getting at,Reframing
"The make-out sesh with the New Man!
Banner in the start",Spelling in the captions / Adding text / Changing text
Pop some kiss emojis here,Spelling in the captions / Adding text / Changing text
"let's do it, let's do it, okay let's do it, let's to it,",Spelling in the captions / Adding text / Changing text
I... I'm,Spelling in the captions / Adding text / Changing text
"This is all I got, I got this",Spelling in the captions / Adding text / Changing text
me. What is that and what is,Spelling in the captions / Adding text / Changing text
 on screen emojis,Spelling in the captions / Adding text / Changing text
Zoom in on his face and put a meme sound in which mosquitoes are buzzing (,Spelling in the captions / Adding text / Changing text
"thing, you know, ",Sound effects or music louder than the speaker’s voice
Add some laughing sfx and laugh emojis and zoom into his face and then fade out ,Spelling in the captions / Adding text / Changing text
"Cut his part and put this at the end of the last reel.
This reel is discarded.",Sound effects or music louder than the speaker’s voice
"Put this on a tik-tok type banner
7 OUTFIT TRICKS THAT LOOK ATTRACTIVE (",Reframing
Here show the b-roll from original video that is at 1.48/1.49,Reframing
"Abrupt ending, make it more clear.
Make a thumbnail from this - With her Scarf Belt b-roll - picture and same banner title I have given. ",Reframing
"Don't put 7 here
Only put - Outfit tricks to look more stylish",Reframing
"Make the subtitle more simple.
Black text on white curved background. Keep the text font - Times New Roman or Arial",Reframing
Weird text on screen,Spelling in the captions / Adding text / Changing text
weird text,Spelling in the captions / Adding text / Changing text
The way the caption is coming is looking so weird. Don't you think?,Spelling in the captions / Adding text / Changing text
No end transition or sfx,Spelling in the captions / Adding text / Changing text
And imma blow this shit up.,Ending transition and sound effect not there
Can we put the logo below? ,Spelling in the captions / Adding text / Changing text
"We can also just put icons, like you did for later in the video.",Spelling in the captions / Adding text / Changing text
Just icons agan (,Spelling in the captions / Adding text / Changing text
Put tinder icon,Spelling in the captions / Adding text / Changing text
Only icons,Spelling in the captions / Adding text / Changing text
Show th phone,Spelling in the captions / Adding text / Changing text
Only icons ,Spelling in the captions / Adding text / Changing text
Show phone,Spelling in the captions / Adding text / Changing text
Only icons ,Spelling in the captions / Adding text / Changing text
Banner: Are the Cowboys Looking to Trade Jerry Jeudy?,Spelling in the captions / Adding text / Changing text
Banner: Is OBJ on His Way to The Cowboys?,Spelling in the captions / Adding text / Changing text
Added b-roll instead.,Spelling in the captions / Adding text / Changing text
"Great stuff, thanks! ",Spelling in the captions / Adding text / Changing text
Hehehe nice one.,Spelling in the captions / Adding text / Changing text
"on the side of your arch
as well ",Ending transition and sound effect not there
tucking it on the side,Ending transition and sound effect not there
T-SHIRT,Spelling in the captions / Adding text / Changing text
"Put on banner -
3 types of tuck - to make you look attractive",Spelling in the captions / Adding text / Changing text
FINDING A BOLD LIP COLOR,Spelling in the captions / Adding text / Changing text
"super high-end, (",Spelling in the captions / Adding text / Changing text
Ceedee Lamb,Spelling in the captions / Adding text / Changing text
Ceedee Lamb,Spelling in the captions / Adding text / Changing text
"I'm just saying that I am really authetic about, ",Spelling in the captions / Adding text / Changing text
"you know, the people, ",Spelling in the captions / Adding text / Changing text
I think that should have been the athletes,Spelling in the captions / Adding text / Changing text
they had. ,Spelling in the captions / Adding text / Changing text
"Box and things, I'd rather actually",Spelling in the captions / Adding text / Changing text
Box for real ,Spelling in the captions / Adding text / Changing text
"Getting my hair and makeup done,",Spelling in the captions / Adding text / Changing text
please zoom him in for this bit. ,Spelling in the captions / Adding text / Changing text
For this word - cut to zoom his face and then back to how it is (,Reframing
Put two arrows towards the feet ,Reframing
Perfect the movement. ,Reframing
Zoom him in for this bit - show a three minute clock icon on screen,Reframing
While he is saying over and over... slowly start zooming out,Reframing
Add some trendy music ,Reframing
Banner in the start - FOOTWORK GUIDANCE BY JEREMIAH! ,Sound effects or music louder than the speaker’s voice
always lead first,Spelling in the captions / Adding text / Changing text
"Front foot assembly moves first, ",Reframing
Use some arrows - forward back side,Reframing
"Add some extra elements to the shorts, they are looking very plain",Reframing
check caption here - remove it,Reframing
"Off and you need to move to the left, ",Reframing
Will lead first. ,Reframing
go left.,Reframing
Arrows use,Reframing
Banner in start - HOW TO BE IN A BOXING STANCE AT ALL TIMES!,Reframing
whichever move you are accomplishing.,Spelling in the captions / Adding text / Changing text
by the inch or two,Spelling in the captions / Adding text / Changing text
it may throw your boxing stance.,Spelling in the captions / Adding text / Changing text
In turn my bounces,Spelling in the captions / Adding text / Changing text
Show all the warm up exercises in this reel. ,Spelling in the captions / Adding text / Changing text
Isn't this also a warm up?,Spelling in the captions / Adding text / Changing text
"You need to sum up the round in one go.
The videos should go like:
Reel1 = Warm-up routine with a banner in the start - WARM-UP FOR ROUTINE
Reel 2 = In the start put a banner - WORKOUT NAME_SET 1",Spelling in the captions / Adding text / Changing text
Please change text to - Cleaniness ,Spelling in the captions / Adding text / Changing text
change the banner and text style it's not much visible,Spelling in the captions / Adding text / Changing text
move caption a bit downwards and use 5-6 words in a line while writing caption,Spelling in the captions / Adding text / Changing text
change the banner style it's not much visible ,Spelling in the captions / Adding text / Changing text
change the banner style it's not much visible ,Spelling in the captions / Adding text / Changing text
move caption a bit downwards and there should be 5 words max in a line,Spelling in the captions / Adding text / Changing text
"change the font,black text with white outline or blue text with white",Spelling in the captions / Adding text / Changing text
change the banner and text style it's not much visible ,Spelling in the captions / Adding text / Changing text
move the caption a bit downwards,Spelling in the captions / Adding text / Changing text
Move the frame to right ,Reframing
Can we zoom out and show? ,Reframing
Can we have music - can we also show multiple dynamic stretches in one? Only one stretch is not working.,Reframing
"Music in the reel is missing
Context in the start should come.
- Round 1 of Training ",Sound effects or music louder than the speaker’s voice
Can we cover the bottom text with this,Spelling in the captions / Adding text / Changing text
"Let's get the gloves on.
Watch the entire video on my channel - Jeremiah Maestre",Spelling in the captions / Adding text / Changing text
Banner should be within this frame,Spelling in the captions / Adding text / Changing text
Remove captions here,Reframing
Add music,Spelling in the captions / Adding text / Changing text
Double subtitles coming,Sound effects or music louder than the speaker’s voice
"start the video from here
Add a banner - LEARN COMBINATIONS WITH ME!",Overlapping elements on screen
fade out the video at end,Spelling in the captions / Adding text / Changing text
"Srt coming below as well, remove it.
Same banner as the other video and add music.",Spelling in the captions / Adding text / Changing text
Then it starts to form to your hands.,Sound effects or music louder than the speaker’s voice
going to wrist support ,Overlapping elements on screen
Extra seconds after this ,Overlapping elements on screen
What's happening here?,Overlapping elements on screen
for a little change of pace,Overlapping elements on screen
Can we put the location of the place in the start if it is available in the original video? ,Overlapping elements on screen
We've.. we've,Overlapping elements on screen
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
remove the flash frame,Spelling in the captions / Adding text / Changing text
Lesson* from Winnie the Pooh about happiness ,Reframing
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small ",Spelling in the captions / Adding text / Changing text
fade out the video at end,Spelling in the captions / Adding text / Changing text
" story on my YouTube channel - Freaky Attractions""",Spelling in the captions / Adding text / Changing text
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"at end in a black background frame write
""Listen full story on my YouTube Channel- Freaky Attraction""",Spelling in the captions / Adding text / Changing text
Please change text to independence ,Reframing
"change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
" story on Youtube- Freaky Attractions""",Spelling in the captions / Adding text / Changing text
32nd ranked defense,Spelling in the captions / Adding text / Changing text
Remove flash frame,Spelling in the captions / Adding text / Changing text
its called fat be gone ,Reframing
remove extra frame,Spelling in the captions / Adding text / Changing text
fat be gone cream ,Reframing
and got my fat be gone on,Spelling in the captions / Adding text / Changing text
remove extra keyword,Spelling in the captions / Adding text / Changing text
Banner: FEED Tony Pollard ,Spelling in the captions / Adding text / Changing text
Because you staying there ,Spelling in the captions / Adding text / Changing text
Banner: Tony Pollard is the WEAPON Cowboys need to rely on,Spelling in the captions / Adding text / Changing text
traits to have,Spelling in the captions / Adding text / Changing text
"Add Banner ""Tesla Self Driving Panics for People""",Spelling in the captions / Adding text / Changing text
"Add Banner ""Tesla Model X  0-60 Testing"" ",Spelling in the captions / Adding text / Changing text
Zoom Out and show full chart ,Spelling in the captions / Adding text / Changing text
"Add Banner ""What Happens When a Tesla Battery Fails?"" ",Reframing
"Put him up, and jeremiah below ",Spelling in the captions / Adding text / Changing text
"Shift the cations a bit below, should completely come on the black side",Reframing
"Need to have music in the BG, trending one.",Reframing
Also need some borders on both the windows of both speakers.,Sound effects or music louder than the speaker’s voice
especially once,Spelling in the captions / Adding text / Changing text
There is people ,Spelling in the captions / Adding text / Changing text
"Can we make the captions come as completely white first and then when they say the word, it turns into the color - yellow, red, black",Spelling in the captions / Adding text / Changing text
this text is not visible ,Spelling in the captions / Adding text / Changing text
"Can't see this shot properly, can we replace with some other shot?",Spelling in the captions / Adding text / Changing text
Remove go from voice and from text,Reframing
"At the
Watch the full video on Jeremiah Maestre
With a Youtube logo as well ",Spelling in the captions / Adding text / Changing text
Pique,Spelling in the captions / Adding text / Changing text
beep the word and remove from subtitles,Spelling in the captions / Adding text / Changing text
with the lever all the,Spelling in the captions / Adding text / Changing text
Push the frame to right and then show what he is doing there,Spelling in the captions / Adding text / Changing text
"Can't see what he is doing behind, that needs to be in the center",Reframing
this is going to - is getting repeated twice - remove from here ,Reframing
lever,Captions repeating at different timestamps
lever (,Spelling in the captions / Adding text / Changing text
No. 1 ,Spelling in the captions / Adding text / Changing text
No.,Spelling in the captions / Adding text / Changing text
"Show him till the part where he says considering, otherwise transition to outro is weird, also add ""considering"" in the captions",Spelling in the captions / Adding text / Changing text
"Please change text to ""YOU BULLIED PEOPLE INTO THE VOTE""",Ending transition and sound effect not there
"Please change text to ""He is complying bro ",Spelling in the captions / Adding text / Changing text
"Change text to only ""He was complying""",Spelling in the captions / Adding text / Changing text
The sfx is too loud,Spelling in the captions / Adding text / Changing text
"Either push the subtitles up or bring it below.
Can we use a different font in the next one? ",Spelling in the captions / Adding text / Changing text
"Can we have his intro for his first 10 seconds.
From the original video put - 1.27 to 1.38
Also add NBA star picture in it.
Also add their name placards.",Spelling in the captions / Adding text / Changing text
Make this yellow border - white,Spelling in the captions / Adding text / Changing text
"Bubblez commented on JERE_SHORT_38_V2.mp4
00:00:14:05 And only use - black green and white throughou",Spelling in the captions / Adding text / Changing text
 Reduce the music volume a bit more ,Spelling in the captions / Adding text / Changing text
But.. But.. (,Sound effects or music louder than the speaker’s voice
The hands bro.,Spelling in the captions / Adding text / Changing text
It's different!,Spelling in the captions / Adding text / Changing text
Make it all white black and green - make yellow border white ,Spelling in the captions / Adding text / Changing text
Reduce music a bit more,Spelling in the captions / Adding text / Changing text
He gets good,Sound effects or music louder than the speaker’s voice
Profession,Spelling in the captions / Adding text / Changing text
Remove My,Spelling in the captions / Adding text / Changing text
Put the introduction names here for both.,Spelling in the captions / Adding text / Changing text
Kitchen & Deli,Spelling in the captions / Adding text / Changing text
"make me one iced
THE OCKY WAY!",Spelling in the captions / Adding text / Changing text
now we gonna ,Spelling in the captions / Adding text / Changing text
Is there a lag in audio here?,Spelling in the captions / Adding text / Changing text
Can this come in a more stylish way? The names? Do you need something from envato that might help?,Spelling in the captions / Adding text / Changing text
honey bun,Spelling in the captions / Adding text / Changing text
you know it does it for me,Spelling in the captions / Adding text / Changing text
"adds even more sweetness ,man.",Spelling in the captions / Adding text / Changing text
there's bean sprouts,Spelling in the captions / Adding text / Changing text
"Listen the full story on ""Freaky Attractions""",Spelling in the captions / Adding text / Changing text
and add a youtube icon,Spelling in the captions / Adding text / Changing text
write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
"""no big C,an impression is when you do an imitation of a real famous person""",Spelling in the captions / Adding text / Changing text
a crust,Spelling in the captions / Adding text / Changing text
no need to write here,Spelling in the captions / Adding text / Changing text
"""hey crusty,what are you doing out there all alone?""",Spelling in the captions / Adding text / Changing text
put freaky attraction in double inverted comma and a youtube logo,Spelling in the captions / Adding text / Changing text
"I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"erger commented on LION_SHORT_34.mp4
00:00:05:06 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"erger commented on LION_SHORT_33.mp4
00:00:09:15 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"Can we put a question in the end, directed to the audience? ",Spelling in the captions / Adding text / Changing text
Remove At,Spelling in the captions / Adding text / Changing text
WALMART ,Spelling in the captions / Adding text / Changing text
WALMART ,Spelling in the captions / Adding text / Changing text
A banner at end - redirecting to her YouTube,Spelling in the captions / Adding text / Changing text
A banner at end - redirecting to her YouTube,Spelling in the captions / Adding text / Changing text
Pls remove!,Spelling in the captions / Adding text / Changing text
Pls add introduction,Spelling in the captions / Adding text / Changing text
Add introduction. pls read the screenshots ive sent. (,Spelling in the captions / Adding text / Changing text
Add intro,Spelling in the captions / Adding text / Changing text
here is the link of re edithttps://f.io/-nQRMcZu ,Spelling in the captions / Adding text / Changing text
here's the link of reedit https://f.io/-nQRMcZu,Spelling in the captions / Adding text / Changing text
Caption is coming over the banner,Spelling in the captions / Adding text / Changing text
and add a youtube icon,Spelling in the captions / Adding text / Changing text
re edits https://f.io/QFK_R4xN,Spelling in the captions / Adding text / Changing text
 re edits https://app.frame.io/reviews/b6d232de-25d4-4dc1-9b7a-1a7389ce6371/4ef451f3-de74-41f7-856e-34b12e808a6a,Spelling in the captions / Adding text / Changing text
re edit https://app.frame.io/reviews/515bf94a-9f42-4b68-985b-4b40224f8936,Reframing
re edit https://app.frame.io/reviews/a800385c-2c21-4d29-8640-bda0c80516b1,Reframing
re edit https://app.frame.io/reviews/a800385c-2c21-4d29-8640-bda0c80516b1,Reframing
https://f.io/V3Oh7M6d re edit,Reframing
remove top from end,Reframing
"off, or",Spelling in the captions / Adding text / Changing text
having to deal,Spelling in the captions / Adding text / Changing text
"put some cheese, into the egg.",Spelling in the captions / Adding text / Changing text
scramble it.,Spelling in the captions / Adding text / Changing text
"After we scramble the egg and cheese,",Spelling in the captions / Adding text / Changing text
hit it with the (,Spelling in the captions / Adding text / Changing text
 to hit it ,Spelling in the captions / Adding text / Changing text
black pepper and salt. ,Spelling in the captions / Adding text / Changing text
"Now, we pour it",Spelling in the captions / Adding text / Changing text
"You know, what does it for me? (",Spelling in the captions / Adding text / Changing text
All right! ,Spelling in the captions / Adding text / Changing text
Had a lot o (,Spelling in the captions / Adding text / Changing text
Cilantro... there's a bee in front of me. ,Spelling in the captions / Adding text / Changing text
A Bee? ,Spelling in the captions / Adding text / Changing text
The food is not in center.,Spelling in the captions / Adding text / Changing text
"Can't see him, he should be in the center of the frame",Spelling in the captions / Adding text / Changing text
Brand color numbers are,Reframing
make the banner bold it's not visible,Spelling in the captions / Adding text / Changing text
"there is no music here,put music",Spelling in the captions / Adding text / Changing text
"these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white ",Sound effects or music louder than the speaker’s voice
"add banner in bold-""CURLY TAPE INS""",Spelling in the captions / Adding text / Changing text
"Make banner a bit bold, it's not visible much",Spelling in the captions / Adding text / Changing text
"these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white",Spelling in the captions / Adding text / Changing text
"these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white",Spelling in the captions / Adding text / Changing text
make banner a bit bold and visible,Spelling in the captions / Adding text / Changing text
awful*,Spelling in the captions / Adding text / Changing text
pushed the* envelope,Spelling in the captions / Adding text / Changing text
in the end ain't no regrets as well,Spelling in the captions / Adding text / Changing text
 Cut :09-:14 start back with look at this menu!,Spelling in the captions / Adding text / Changing text
Pho ,Spelling in the captions / Adding text / Changing text
of baisl,Spelling in the captions / Adding text / Changing text
Result is ,Spelling in the captions / Adding text / Changing text
That's elevating,Spelling in the captions / Adding text / Changing text
In the grill ,Spelling in the captions / Adding text / Changing text
"Please add this guy's info on the screen: ""Zack Harrison - Delta Force Operator",Spelling in the captions / Adding text / Changing text
I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense.,Spelling in the captions / Adding text / Changing text
I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense.,Sound effects or music louder than the speaker’s voice
I like the montage of videos here but don't like the american flag backdrop. It might be better if there was some cool military footage running in the background instead,Sound effects or music louder than the speaker’s voice
"should say ""I would like to say I'd go back"" ",Spelling in the captions / Adding text / Changing text
"Please add this guest's info to the screen: Kris ""Tanto"" Paronto - Ranger Battalion, GRS, & the Real '13 Hours' ",Spelling in the captions / Adding text / Changing text
