Query,Label
00:00:05:14 Add a duck emoji here (,Spelling in the captions / Adding text / Changing text
00:00:06:19 So ,Spelling in the captions / Adding text / Changing text
"00:00:12:09 off. You know,",Spelling in the captions / Adding text / Changing text
"00:00:17:20 attractive!
With emoji :star-struck:",Spelling in the captions / Adding text / Changing text
"00:00:25:22 guys. So, I ",Spelling in the captions / Adding text / Changing text
00:00:31:02 time. DOO DOO ,Spelling in the captions / Adding text / Changing text
00:00:36:06 Put some heart emojis ,Spelling in the captions / Adding text / Changing text
"00:00:54:23 No doo, no doo doo, you're too late!",Spelling in the captions / Adding text / Changing text
"00:00:57:02 Add some music behind, maybe like a Beyonce song. Just the tune and not the lyrics",Sound effects or music louder than the speaker’s voice
"00:00:01:16 Add some music - should be emotional - like on a journey or overcame a journey, put in the other reel as well ",Sound effects or music louder than the speaker’s voice
"00:00:00:04 My friend ""doo-doo's"" story!",Spelling in the captions / Adding text / Changing text
"00:00:04:14 me,",Spelling in the captions / Adding text / Changing text
00:00:06:04 me. I,Spelling in the captions / Adding text / Changing text
00:00:19:15 Put a radar emoji here ,Spelling in the captions / Adding text / Changing text
00:00:21:00 but I'm like ,Spelling in the captions / Adding text / Changing text
00:00:24:19 refilled. Maybe I ,Spelling in the captions / Adding text / Changing text
"00:00:26:23 remove mine the
Mine were off ",Spelling in the captions / Adding text / Changing text
"00:00:39:10 doo,",Spelling in the captions / Adding text / Changing text
00:00:55:10 Put laugh emojis and laugh sound effects,Sound effects or music louder than the speaker’s voice
00:00:58:12 Remove - so you know ,Spelling in the captions / Adding text / Changing text
00:00:00:22 Banner in start - What I said to Doo Doo!,Spelling in the captions / Adding text / Changing text
00:00:07:16 Pop multiple eggplants on screen,Spelling in the captions / Adding text / Changing text
00:00:10:04 Doo,Spelling in the captions / Adding text / Changing text
"00:00:30:18 time, I'm ",Spelling in the captions / Adding text / Changing text
00:00:37:23 Put some booze emoji,Spelling in the captions / Adding text / Changing text
00:00:40:14 I'm (,Spelling in the captions / Adding text / Changing text
"00:00:44:07 experienced, Let's hit this",Spelling in the captions / Adding text / Changing text
00:00:45:13 that! With a peach emoji,Spelling in the captions / Adding text / Changing text
"00:00:01:18 Me and Doo Doo did it! :eyes:
Banner to be put",Spelling in the captions / Adding text / Changing text
"00:00:07:12 I'm like okay, yeah, I forgot, I forgot, I ",Spelling in the captions / Adding text / Changing text
"00:00:10:08 You know, as I'm ",Spelling in the captions / Adding text / Changing text
"00:00:17:10 smell, it (",Spelling in the captions / Adding text / Changing text
00:00:19:01 AC ,Spelling in the captions / Adding text / Changing text
"00:00:31:19 Remove this caption here, doesn't make sense ",Spelling in the captions / Adding text / Changing text
00:00:35:14 Put some puke emojis ,Spelling in the captions / Adding text / Changing text
00:00:24:10 or a long range model Y,Spelling in the captions / Adding text / Changing text
"00:00:38:01 about, it ",Spelling in the captions / Adding text / Changing text
00:00:39:11 Cut to zoom his face - 2 times - on the words - right and there (,Spelling in the captions / Adding text / Changing text
00:00:42:17 Flash fram ehere ,Spelling in the captions / Adding text / Changing text
"00:00:51:14 I think he was going to say something more here, can we put that in?",Spelling in the captions / Adding text / Changing text
"00:00:00:23 Again, the banner has to be changed, it is wrong here. ",Spelling in the captions / Adding text / Changing text
00:00:00:23 Need to put music in ,Sound effects or music louder than the speaker’s voice
00:00:05:08 to... ,Spelling in the captions / Adding text / Changing text
"00:00:06:02 Yeah, you know, (",Spelling in the captions / Adding text / Changing text
00:00:08:07 man.,Spelling in the captions / Adding text / Changing text
"00:00:52:09 car is not visible, add few clips of car too in zoomed out frame ",Reframing
00:00:08:07 Zoom in to his face fast zoom,Reframing
00:00:26:14 Grindr,Spelling in the captions / Adding text / Changing text
00:00:29:20 whatever. There's (,Spelling in the captions / Adding text / Changing text
00:00:01:29 banner/text should be within this ,Spelling in the captions / Adding text / Changing text
"00:00:39:05 like, Oh yeah, I do",Spelling in the captions / Adding text / Changing text
00:00:43:18 I was,Spelling in the captions / Adding text / Changing text
00:00:48:06 Put two arrows :arrow_right::arrow_left: ,Spelling in the captions / Adding text / Changing text
00:00:01:16 I'm ,Spelling in the captions / Adding text / Changing text
"00:00:03:19 way, you will ",Spelling in the captions / Adding text / Changing text
"00:00:04:18 him, I promise ",Spelling in the captions / Adding text / Changing text
"00:00:05:14 you, you won't. So we're",Spelling in the captions / Adding text / Changing text
"00:00:11:00 white boy, I would ",Spelling in the captions / Adding text / Changing text
00:00:13:02 with,Spelling in the captions / Adding text / Changing text
00:00:13:12 Please take care of these basics - i -> I everywhere (,Spelling in the captions / Adding text / Changing text
00:00:30:16 I'm like (,Spelling in the captions / Adding text / Changing text
"00:00:37:18 it, I'm",Spelling in the captions / Adding text / Changing text
"00:00:40:15 good... you know,",Spelling in the captions / Adding text / Changing text
00:00:42:14 Make everywhere i to I,Spelling in the captions / Adding text / Changing text
00:00:04:10 zoom out the frame add black borders and show what he is pointing at,Spelling in the captions / Adding text / Changing text
00:00:01:19 banner should be within this frame (,Reframing
00:00:31:04 zoom out the video (with black borders)a little to show the back of the car clearly ,Reframing
"00:00:52:22 its not visible where he is clicking the button, zoom out the video",Reframing
00:00:01:10 The Biggest Mistake we Make ,Reframing
00:00:47:22 Playin in the slot position,Reframing
00:00:27:07 Daron Bland! Edit his name everywhere pls,Spelling in the captions / Adding text / Changing text
"00:00:06:13 Start the video from here
Put a banner - NEW MAN STORYTIME! :O ",Reframing
00:00:07:18 He's like do,Spelling in the captions / Adding text / Changing text
"00:00:08:20 I'm like, oh... I ",Spelling in the captions / Adding text / Changing text
"00:00:12:19 Hotel Thailand,",Spelling in the captions / Adding text / Changing text
"00:00:15:21 if I host, I think ",Spelling in the captions / Adding text / Changing text
00:00:15:21 Make all i -> I,Spelling in the captions / Adding text / Changing text
00:00:27:16 Put a leaf and beer emoji,Spelling in the captions / Adding text / Changing text
"00:00:30:15 Sir, I.. I don't (",Spelling in the captions / Adding text / Changing text
"00:00:32:00 you, you bet",Spelling in the captions / Adding text / Changing text
"00:00:35:20 me casa, like ",Spelling in the captions / Adding text / Changing text
00:00:56:20 no proper ending here,Spelling in the captions / Adding text / Changing text
00:00:56:13 Not able to understand what is he getting at,Reframing
"00:00:00:00 The make-out sesh with the New Man!
Banner in the start",Spelling in the captions / Adding text / Changing text
00:00:02:19 Pop some kiss emojis here,Spelling in the captions / Adding text / Changing text
"00:00:05:15 let's do it, let's do it, okay let's do it, let's to it,",Spelling in the captions / Adding text / Changing text
00:00:08:09 I... I'm,Spelling in the captions / Adding text / Changing text
"00:00:20:03 This is all I got, I got this",Spelling in the captions / Adding text / Changing text
00:00:25:14 me. What is that and what is,Spelling in the captions / Adding text / Changing text
Add some ??? on screen emojis,Spelling in the captions / Adding text / Changing text
00:00:30:20 Zoom in on his face and put a meme sound in which mosquitoes are buzzing (,Spelling in the captions / Adding text / Changing text
"00:00:44:21 thing, you know, ",Sound effects or music louder than the speaker’s voice
00:00:54:11 Add some laughing sfx and laugh emojis and zoom into his face and then fade out ,Spelling in the captions / Adding text / Changing text
"00:00:15:07 Cut his part and put this at the end of the last reel.
This reel is discarded.",Sound effects or music louder than the speaker’s voice
"00:00:02:08 Put this on a tik-tok type banner
7 OUTFIT TRICKS THAT LOOK ATTRACTIVE (",Reframing
00:00:24:23 Here show the b-roll from original video that is at 1.48/1.49,Reframing
"00:00:39:16 Abrupt ending, make it more clear.
Make a thumbnail from this - With her Scarf Belt b-roll - picture and same banner title I have given. ",Reframing
"00:00:01:05 Don't put 7 here
Only put - Outfit tricks to look more stylish",Reframing
"00:00:07:19 Make the subtitle more simple.
Black text on white curved background. Keep the text font - Times New Roman or Arial",Reframing
00:00:12:14 Weird text on screen,Spelling in the captions / Adding text / Changing text
00:00:23:04 weird text,Spelling in the captions / Adding text / Changing text
00:00:48:20 The way the caption is coming is looking so weird. Don't you think?,Spelling in the captions / Adding text / Changing text
00:00:58:10 No end transition or sfx,Spelling in the captions / Adding text / Changing text
00:00:13:16 And imma blow this shit up.,Ending transition and sound effect not there
00:00:13:11 Can we put the logo below? ,Spelling in the captions / Adding text / Changing text
"00:00:08:14 We can also just put icons, like you did for later in the video.",Spelling in the captions / Adding text / Changing text
00:00:24:28 Just icons agan (,Spelling in the captions / Adding text / Changing text
00:00:29:23 Put tinder icon,Spelling in the captions / Adding text / Changing text
00:00:31:18 Only icons,Spelling in the captions / Adding text / Changing text
00:00:33:25 Show th phone,Spelling in the captions / Adding text / Changing text
00:00:40:21 Only icons ,Spelling in the captions / Adding text / Changing text
00:00:51:10 Show phone,Spelling in the captions / Adding text / Changing text
00:00:54:23 Only icons ,Spelling in the captions / Adding text / Changing text
00:00:29:05 Banner: Are the Cowboys Looking to Trade Jerry Jeudy?,Spelling in the captions / Adding text / Changing text
00:00:06:18 Banner: Is OBJ on His Way to The Cowboys?,Spelling in the captions / Adding text / Changing text
00:00:51:10 Added b-roll instead.,Spelling in the captions / Adding text / Changing text
"00:00:47:22 Great stuff, thanks! ",Spelling in the captions / Adding text / Changing text
00:00:49:18 Hehehe nice one.,Spelling in the captions / Adding text / Changing text
00:00:50:05 Why do we have a weird frame in the end and no transition? ,
"00:00:51:23 on the side of your arch
as well ",Ending transition and sound effect not there
00:00:58:09 No end transition?,
00:00:15:18 tucking it on the side,Ending transition and sound effect not there
00:00:40:07 T-SHIRT,Spelling in the captions / Adding text / Changing text
"00:00:04:07 Put on banner -
3 types of tuck - to make you look attractive",Spelling in the captions / Adding text / Changing text
00:00:02:11 FINDING A BOLD LIP COLOR,Spelling in the captions / Adding text / Changing text
"00:00:53:01 super high-end, (",Spelling in the captions / Adding text / Changing text
00:00:15:19 Ceedee Lamb,Spelling in the captions / Adding text / Changing text
00:00:43:14 Ceedee Lamb,Spelling in the captions / Adding text / Changing text
"00:00:01:20 I'm just saying that I am really authetic about, ",Spelling in the captions / Adding text / Changing text
"00:00:03:15 you know, the people, ",Spelling in the captions / Adding text / Changing text
00:00:05:13 I think that should have been the athletes,Spelling in the captions / Adding text / Changing text
00:00:06:22 they had. ,Spelling in the captions / Adding text / Changing text
"00:00:10:07 Box and things, I'd rather actually",Spelling in the captions / Adding text / Changing text
00:00:15:02 Box for real ,Spelling in the captions / Adding text / Changing text
"00:00:21:00 Getting my hair and makeup done,",Spelling in the captions / Adding text / Changing text
00:00:00:00 please zoom him in for this bit. ,Spelling in the captions / Adding text / Changing text
00:00:11:14 For this word - cut to zoom his face and then back to how it is (,Reframing
00:00:18:08 Put two arrows towards the feet ,Reframing
00:00:24:23 Perfect the movement. ,Reframing
00:00:32:18 Zoom him in for this bit - show a three minute clock icon on screen,Reframing
00:00:39:16 While he is saying over and over... slowly start zooming out,Reframing
00:00:49:19 Add some trendy music ,Reframing
00:00:00:03 Banner in the start - FOOTWORK GUIDANCE BY JEREMIAH! ,Sound effects or music louder than the speaker’s voice
00:00:04:17 always lead first,Spelling in the captions / Adding text / Changing text
"00:00:10:13 Front foot assembly moves first, ",Reframing
00:00:13:06 Use some arrows - forward back side,Reframing
"00:00:13:06 Add some extra elements to the shorts, they are looking very plain",Reframing
00:00:16:19 check caption here - remove it,Reframing
"00:00:18:15 Off and you need to move to the left, ",Reframing
00:00:25:18 Will lead first. ,Reframing
00:00:40:03 go left.,Reframing
00:00:40:03 Arrows use,Reframing
00:00:00:18 Banner in start - HOW TO BE IN A BOXING STANCE AT ALL TIMES!,Reframing
00:00:14:13 whichever move you are accomplishing.,Spelling in the captions / Adding text / Changing text
00:00:33:03 by the inch or two,Spelling in the captions / Adding text / Changing text
00:00:35:13 it may throw your boxing stance.,Spelling in the captions / Adding text / Changing text
00:00:49:19 In turn my bounces,Spelling in the captions / Adding text / Changing text
00:00:11:18 Show all the warm up exercises in this reel. ,Spelling in the captions / Adding text / Changing text
00:00:30:12 Isn't this also a warm up?,Spelling in the captions / Adding text / Changing text
"00:00:49:03 You need to sum up the round in one go.
The videos should go like:
Reel1 = Warm-up routine with a banner in the start - WARM-UP FOR ROUTINE
Reel 2 = In the start put a banner - WORKOUT NAME_SET 1",Spelling in the captions / Adding text / Changing text
00:00:49:12 Please change text to - Cleaniness ,Spelling in the captions / Adding text / Changing text
00:00:00:53 change the banner and text style it's not much visible,Spelling in the captions / Adding text / Changing text
00:00:00:53 move caption a bit downwards and use 5-6 words in a line while writing caption,Spelling in the captions / Adding text / Changing text
00:00:01:29 change the banner style it's not much visible ,Spelling in the captions / Adding text / Changing text
00:00:01:50 change the banner style it's not much visible ,Spelling in the captions / Adding text / Changing text
00:00:08:05 move caption a bit downwards and there should be 5 words max in a line,Spelling in the captions / Adding text / Changing text
"00:00:08:05 change the font,black text with white outline or blue text with white",Spelling in the captions / Adding text / Changing text
00:00:01:47 change the banner and text style it's not much visible ,Spelling in the captions / Adding text / Changing text
00:00:01:47 move the caption a bit downwards,Spelling in the captions / Adding text / Changing text
00:00:05:08 Move the frame to right ,Reframing
00:00:14:22 Can we zoom out and show? ,Reframing
00:00:31:20 Can we have music - can we also show multiple dynamic stretches in one? Only one stretch is not working.,Reframing
"00:00:00:04 Music in the reel is missing
Context in the start should come.
- Round 1 of Training ",Sound effects or music louder than the speaker’s voice
00:00:02:20 Can we cover the bottom text with this,Spelling in the captions / Adding text / Changing text
"00:00:36:02 Let's get the gloves on.
Watch the entire video on my channel - Jeremiah Maestre",Spelling in the captions / Adding text / Changing text
00:00:00:08 Banner should be within this frame,Spelling in the captions / Adding text / Changing text
00:00:37:08 Remove captions here,Reframing
00:00:39:22 Add music,Spelling in the captions / Adding text / Changing text
00:00:01:05 Double subtitles coming,Sound effects or music louder than the speaker’s voice
"00:00:04:16 start the video from here
Add a banner - LEARN COMBINATIONS WITH ME!",Overlapping elements on screen
00:00:58:46 fade out the video at end,Spelling in the captions / Adding text / Changing text
"00:00:03:02 Srt coming below as well, remove it.
Same banner as the other video and add music.",Spelling in the captions / Adding text / Changing text
00:00:11:17 Then it starts to form to your hands.,Sound effects or music louder than the speaker’s voice
00:00:47:11 going to wrist support ,Overlapping elements on screen
00:00:40:20 Extra seconds after this ,Overlapping elements on screen
00:00:01:06 What's happening here?,Overlapping elements on screen
00:00:02:06 for a little change of pace,Overlapping elements on screen
00:00:12:05 Can we put the location of the place in the start if it is available in the original video? ,Overlapping elements on screen
00:00:25:22 We've.. we've,Overlapping elements on screen
"00:00:02:05 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
00:00:38:09 remove the flash frame,Spelling in the captions / Adding text / Changing text
00:00:03:22 Lesson* from Winnie the Pooh about happiness ,Reframing
"00:00:01:07 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"00:00:01:22 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small ",Spelling in the captions / Adding text / Changing text
00:00:39:22 fade out the video at end,Spelling in the captions / Adding text / Changing text
" Listen full story on my YouTube channel - Freaky Attractions""",Spelling in the captions / Adding text / Changing text
"00:00:00:19 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"00:00:01:19 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"00:00:56:16 at end in a black background frame write
""Listen full story on my YouTube Channel- Freaky Attraction""",Spelling in the captions / Adding text / Changing text
00:00:46:22 Please change text to independence ,Reframing
"00:00:02:04 change the banner to-""Why The Alien Encounter Ride SUDDENLY CLOSED"" and the banner/text should be big the font is too small",Spelling in the captions / Adding text / Changing text
"""Listen full story on Youtube- Freaky Attractions""",Spelling in the captions / Adding text / Changing text
00:00:11:16 32nd ranked defense,Spelling in the captions / Adding text / Changing text
00:00:27:27 Remove flash frame,Spelling in the captions / Adding text / Changing text
00:00:08:54 its called fat be gone ,Reframing
00:00:41:27 remove extra frame,Spelling in the captions / Adding text / Changing text
00:00:06:43 fat be gone cream ,Reframing
00:00:10:47 and got my fat be gone on,Spelling in the captions / Adding text / Changing text
00:00:44:19 remove extra keyword,Spelling in the captions / Adding text / Changing text
00:00:00:02 Banner: FEED Tony Pollard ,Spelling in the captions / Adding text / Changing text
00:00:19:04 Because you staying there ,Spelling in the captions / Adding text / Changing text
00:00:00:08 Banner: Tony Pollard is the WEAPON Cowboys need to rely on,Spelling in the captions / Adding text / Changing text
00:00:04:47 traits to have,Spelling in the captions / Adding text / Changing text
"00:00:00:00 Add Banner ""Tesla Self Driving Panics for People""",Spelling in the captions / Adding text / Changing text
"00:00:00:00 Add Banner ""Tesla Model X  0-60 Testing"" ",Spelling in the captions / Adding text / Changing text
00:00:13:28 Zoom Out and show full chart ,Spelling in the captions / Adding text / Changing text
"00:00:00:05 Add Banner ""What Happens When a Tesla Battery Fails?"" ",Reframing
"00:00:12:10 Put him up, and jeremiah below ",Spelling in the captions / Adding text / Changing text
"00:00:12:10 Shift the cations a bit below, should completely come on the black side",Reframing
"00:00:00:09 Need to have music in the BG, trending one.",Reframing
00:00:00:09 Also need some borders on both the windows of both speakers.,Sound effects or music louder than the speaker’s voice
00:00:04:14 especially once,Spelling in the captions / Adding text / Changing text
00:00:06:18 There is people ,Spelling in the captions / Adding text / Changing text
"00:00:17:16 Can we make the captions come as completely white first and then when they say the word, it turns into the color - yellow, red, black",Spelling in the captions / Adding text / Changing text
00:00:25:01 this text is not visible ,Spelling in the captions / Adding text / Changing text
"00:00:31:09 Can't see this shot properly, can we replace with some other shot?",Spelling in the captions / Adding text / Changing text
00:00:37:05 Remove go from voice and from text,Reframing
"00:00:59:19 At the
Watch the full video on Jeremiah Maestre
With a Youtube logo as well ",Spelling in the captions / Adding text / Changing text
00:00:22:16 Pique,Spelling in the captions / Adding text / Changing text
00:00:03:46 beep the word and remove from subtitles,Spelling in the captions / Adding text / Changing text
00:00:02:03 with the lever all the,Spelling in the captions / Adding text / Changing text
00:00:11:26 Push the frame to right and then show what he is doing there,Spelling in the captions / Adding text / Changing text
"00:00:17:29 Can't see what he is doing behind, that needs to be in the center",Reframing
00:00:19:01 this is going to - is getting repeated twice - remove from here ,Reframing
00:00:24:12 lever,Captions repeating at different timestamps
00:00:33:18 lever (,Spelling in the captions / Adding text / Changing text
00:00:37:18 No. 1 ,Spelling in the captions / Adding text / Changing text
00:00:44:22 No.,Spelling in the captions / Adding text / Changing text
"00:00:36:22 Show him till the part where he says considering, otherwise transition to outro is weird, also add ""considering"" in the captions",Spelling in the captions / Adding text / Changing text
"00:00:09:50 Please change text to ""YOU BULLIED PEOPLE INTO THE VOTE""",Ending transition and sound effect not there
"00:00:16:36 Please change text to ""He is complying bro ",Spelling in the captions / Adding text / Changing text
"00:00:44:51 Change text to only ""He was complying""",Spelling in the captions / Adding text / Changing text
00:00:01:02 The sfx is too loud,Spelling in the captions / Adding text / Changing text
"00:00:06:12 Either push the subtitles up or bring it below.
Can we use a different font in the next one? ",Spelling in the captions / Adding text / Changing text
"00:00:00:00 Can we have his intro for his first 10 seconds.
From the original video put - 1.27 to 1.38
Also add NBA star picture in it.
Also add their name placards.",Spelling in the captions / Adding text / Changing text
00:00:00:00 Make this yellow border - white,Spelling in the captions / Adding text / Changing text
"Ishita from Bubblez commented on JERE_SHORT_38_V2.mp4
00:00:14:05 And only use - black green and white throughou",Spelling in the captions / Adding text / Changing text
00:00:02:07  Reduce the music volume a bit more ,Spelling in the captions / Adding text / Changing text
00:00:16:05 But.. But.. (,Sound effects or music louder than the speaker’s voice
00:00:17:01 The hands bro.,Spelling in the captions / Adding text / Changing text
00:00:21:21 It's different!,Spelling in the captions / Adding text / Changing text
00:00:21:21 Make it all white black and green - make yellow border white ,Spelling in the captions / Adding text / Changing text
00:00:28:10 Reduce music a bit more,Spelling in the captions / Adding text / Changing text
00:00:38:07 He gets good,Sound effects or music louder than the speaker’s voice
00:00:46:04 Profession,Spelling in the captions / Adding text / Changing text
00:00:46:23 Remove My,Spelling in the captions / Adding text / Changing text
00:00:03:03 Put the introduction names here for both.,Spelling in the captions / Adding text / Changing text
00:00:36:01 Kitchen & Deli,Spelling in the captions / Adding text / Changing text
"00:00:06:15 make me one iced
THE OCKY WAY!",Spelling in the captions / Adding text / Changing text
00:00:12:08 now we gonna ,Spelling in the captions / Adding text / Changing text
00:00:00:00 Is there a lag in audio here?,Spelling in the captions / Adding text / Changing text
00:00:04:12 Can this come in a more stylish way? The names? Do you need something from envato that might help?,Spelling in the captions / Adding text / Changing text
00:00:25:06 honey bun,Spelling in the captions / Adding text / Changing text
00:00:38:13 you know it does it for me,Spelling in the captions / Adding text / Changing text
"00:00:50:14 adds even more sweetness ,man.",Spelling in the captions / Adding text / Changing text
00:00:29:04 there's bean sprouts,Spelling in the captions / Adding text / Changing text
"00:00:55:29 Listen the full story on ""Freaky Attractions""",Spelling in the captions / Adding text / Changing text
00:00:55:29 and add a youtube icon,Spelling in the captions / Adding text / Changing text
00:00:09:01 write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
00:00:17:03 write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
00:00:52:29 write caption for this too in italics and within inverted commas,Spelling in the captions / Adding text / Changing text
"00:00:17:03 ""no big C,an impression is when you do an imitation of a real famous person""",Spelling in the captions / Adding text / Changing text
00:00:31:08 a crust,Spelling in the captions / Adding text / Changing text
00:00:52:29 no need to write here,Spelling in the captions / Adding text / Changing text
"00:00:30:26 ""hey crusty,what are you doing out there all alone?""",Spelling in the captions / Adding text / Changing text
00:00:55:04 put freaky attraction in double inverted comma and a youtube logo,Spelling in the captions / Adding text / Changing text
"00:00:00:00 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"00:00:01:22 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"Kevin Hershberger commented on LION_SHORT_34.mp4
00:00:05:06 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"Kevin Hershberger commented on LION_SHORT_33.mp4
00:00:09:15 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"00:00:07:10 I don't see the changes to the edit that I would like - I would like to see the title for each uniform on screen - re-written on the video so it is easier to see, but I want to be sure that the original shot with the on-screen text is not used - if it is used it looks very clunky and unclear.  Please re-edit and use a different shot instead.  This video is a very good example of what I like for these types of Uniform Videos:  https://app.frame.io/reviews/f9b2a76a-97ff-41a1-b798-3958e7f55a47/ba018c54-34e3-44fe-8d69-bf63d780a5b5",Spelling in the captions / Adding text / Changing text
"00:00:39:20 Can we put a question in the end, directed to the audience? ",Spelling in the captions / Adding text / Changing text
00:00:04:11 Remove At,Spelling in the captions / Adding text / Changing text
00:00:15:14 WALMART ,Spelling in the captions / Adding text / Changing text
00:00:12:08 WALMART ,Spelling in the captions / Adding text / Changing text
00:00:54:20 A banner at end - redirecting to her YouTube,Spelling in the captions / Adding text / Changing text
00:00:39:11 A banner at end - redirecting to her YouTube,Spelling in the captions / Adding text / Changing text
00:00:07:09 Pls remove!,Spelling in the captions / Adding text / Changing text
00:00:00:09 Pls add introduction,Spelling in the captions / Adding text / Changing text
00:00:00:06 Add introduction. pls read the screenshots ive sent. (,Spelling in the captions / Adding text / Changing text
00:00:00:22 Add intro,Spelling in the captions / Adding text / Changing text
00:00:07:10 here is the link of re edithttps://f.io/-nQRMcZu ,Spelling in the captions / Adding text / Changing text
00:00:07:10 here's the link of reedit https://f.io/-nQRMcZu,Spelling in the captions / Adding text / Changing text
00:00:03:01 Caption is coming over the banner,Spelling in the captions / Adding text / Changing text
00:00:51:15 and add a youtube icon,Spelling in the captions / Adding text / Changing text
00:00:05:06 re edits https://f.io/QFK_R4xN,Spelling in the captions / Adding text / Changing text
00:00:05:06  re edits https://app.frame.io/reviews/b6d232de-25d4-4dc1-9b7a-1a7389ce6371/4ef451f3-de74-41f7-856e-34b12e808a6a,Spelling in the captions / Adding text / Changing text
00:00:09:15 re edit https://app.frame.io/reviews/515bf94a-9f42-4b68-985b-4b40224f8936,Reframing
00:00:01:22 re edit https://app.frame.io/reviews/a800385c-2c21-4d29-8640-bda0c80516b1,Reframing
00:00:01:22 re edit https://app.frame.io/reviews/a800385c-2c21-4d29-8640-bda0c80516b1,Reframing
00:00:01:22 https://f.io/V3Oh7M6d re edit,Reframing
00:00:07:10 re edit https://f.io/8QfVYRb2,
00:00:07:10 https://app.frame.io/player/cd5d2898-0df8-478b-8beb-478e916a2447 reedit,
00:00:27:16 remove top from end,Reframing
"00:00:34:08 off, or",Spelling in the captions / Adding text / Changing text
00:00:39:11 having to deal,Spelling in the captions / Adding text / Changing text
"00:00:13:01 put some cheese, into the egg.",Spelling in the captions / Adding text / Changing text
00:00:16:17 scramble it.,Spelling in the captions / Adding text / Changing text
"00:00:17:11 After we scramble the egg and cheese,",Spelling in the captions / Adding text / Changing text
00:00:20:00 hit it with the (,Spelling in the captions / Adding text / Changing text
00:00:18:12  to hit it ,Spelling in the captions / Adding text / Changing text
00:00:19:15 black pepper and salt. ,Spelling in the captions / Adding text / Changing text
"00:00:21:17 Now, we pour it",Spelling in the captions / Adding text / Changing text
"00:00:37:23 You know, what does it for me? (",Spelling in the captions / Adding text / Changing text
00:00:09:06 All right! ,Spelling in the captions / Adding text / Changing text
00:00:13:10 Had a lot o (,Spelling in the captions / Adding text / Changing text
00:00:25:10 Cilantro... there's a bee in front of me. ,Spelling in the captions / Adding text / Changing text
00:00:26:22 A Bee? ,Spelling in the captions / Adding text / Changing text
00:00:29:05 The food is not in center.,Spelling in the captions / Adding text / Changing text
"00:00:33:23 Can't see him, he should be in the center of the frame",Spelling in the captions / Adding text / Changing text
00:00:01:12 Brand color numbers are,Reframing
00:00:01:12 make the banner bold it's not visible,Spelling in the captions / Adding text / Changing text
"00:00:29:39 there is no music here,put music",Spelling in the captions / Adding text / Changing text
"00:00:01:59 these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white ",Sound effects or music louder than the speaker’s voice
"00:00:01:28 add banner in bold-""CURLY TAPE INS""",Spelling in the captions / Adding text / Changing text
"00:00:02:05 Make banner a bit bold, it's not visible much",Spelling in the captions / Adding text / Changing text
